score,sentence1,sentence2,sbj1,sbj2
Sim4, خانم در حال خرد کردن گوشت است , خانم گوشت را تکه تکه نمی‌کند ,خانم,خانم
Sim3, خانم در حال خوردن برشهای گوشت است , خانم در حال خرد کردن گوشت است ,خانم,خانم
Sim2, خانم در حال شکستن یک تخم مرغ برای مخلوط کن است , خانم در حال خوردن برشهای گوشت است ,خانم,خانم
Sim4, فرت‌ها از یک قفسه در حال بالا رفتن هستند , چند فرت در حال بالا رفتن از قفس هستند ,فرت‌ها,فرت
Sim5, مردی سوار اتومبیل می‌شود , مردی سوار ماشین می‌شود ,مردی,مردی
Sim5, مردی با عجله در یک گاراژ سوار اتومبیل می‌شود , مردی در یک گاراژ سوار اتومبیل می‌شود ,مردی,مردی
Sim3, مردی در حال گرفتن گاراژ برای ماشین است , مردی سوار ماشین می‌شود ,مردی,مردی
Sim3, مردی در یک گاراژ سوار اتومبیل می‌شود , مردی از ماشین پیاده می‌شود ,مردی,مردی
Sim5, شخصی در حال بریدن فلفل دلمه‌ای است , فلفل دلمه‌ای توسط شخصی تکه تکه می‌شود ,شخص,فلفل
Sim4, شخصی در حال بریدن فلفل دلمه‌ای است , یک نفر یک حبه سیر را به قطعات خرد می‌کند ,شخص,نفر
Sim4, شخصی در حال بریدن فلفل دلمه‌ای است , فرد در حال خرد کردن یک حبه سیر به قطعات نیست ,شخص,فرد
Sim3, هیچ کس فلفل دلمه‌ای را تکه تکه نمی‌کند , فرد در حال خرد کردن یک حبه سیر به قطعات است ,کس,فرد
Sim3, فرد در حال خرد کردن یک حبه سیر به قطعات است , شخصی در حال بریدن فلفل دلمه‌ای است ,فرد,شخص
Sim4, هیچ مردی آواز و گیتار نمی‌زند , مرد در حال آواز خواندن و نواختن گیتار است ,مردی,مرد
Sim4, مرد در حال آواز خواندن و نواختن گیتار است , مردی در حال نواختن گیتار است ,مرد,مردی
Sim5, فرد در حال جوشیدن رشته فرنگی است , شخصی در حال جوشیدن رشته فرنگی است ,فرد,شخص
Sim3, یک زن رشته خشک می‌کند , زنی در حال جوشیدن رشته فرنگی در آب است ,رشته,زنی
Sim3, یک زن رشته خشک می‌کند , شخصی در حال جوشیدن رشته فرنگی است ,رشته,شخص
Sim5, زنی در حال جوشیدن رشته فرنگی در آب است , فرد در حال جوشیدن رشته فرنگی است ,زنی,فرد
Sim3, هیچ شخصی نودل را نمی‌جوشد , زنی در حال جوشیدن رشته فرنگی در آب است ,شخص,زنی
Sim4, زنی در حال جوشیدن رشته فرنگی در آب است , شخصی در حال جوشیدن رشته فرنگی است ,زنی,شخص
Sim4, مرد با مربی بوکس نمی‌کند , این مرد با یک مربی در حال لگد زدن به بوکس است ,مرد,مرد
Sim4, مرد در حال لگد زدن به یک مربی بوکس است , این مرد با یک مربی در حال لگد زدن به بوکس است ,مرد,مرد
Sim5, زنی روی تخته سنگ روی پتو دراز کشیده و کتاب می‌خواند , زنی روی صخره روی پتو دراز کشیده و کتاب می‌خواند ,زنی,زنی
Sim2, یک زن نشسته در حال آواز خواندن و نواختن گیتار است , زنی روی صخره ایستاده و به اطراف نگاه می‌کند ,زن,زنی
Sim2, زنی روی صخره روی پتو دراز کشیده و کتاب می‌خواند , خانمی که نشسته است در حال خواندن ترانه و نواختن گیتار است ,زنی,
Sim4, مردی در حال بسته بندی یک گیتار آکوستیک است , مردی در حال نواختن گیتار آکوستیک است ,مردی,مردی
Sim5, زن در حال نواختن گیتار الکتریکی است , زن در حال نواختن گیتار الکتریک است ,زن,زن
Sim4, زن در حال نواختن گیتار الکتریک است , مردی در حال نواختن گیتار آکوستیک است ,زن,مردی
Sim4, زن در حال نواختن گیتار الکتریک است , مردی در حال نواختن گیتار آکوستیک است ,زن,مردی
Sim5, زن در حال شکستن تخمها در یک کاسه است , تخمها توسط یک زن در یک کاسه شکسته می‌شوند ,زن,تخم
Sim4, خانم در حال شکستن تخمهای خام درون کاسه است , زن در حال شکستن تخمها در یک کاسه است ,خانم,زن
Sim5, یک بازیکن فوتبال در حال گلزنی است , بازیکن فوتبال در حال گلزنی است ,بازیکن,بازیکن
Sim4, یک بازیکن فوتبال در حال گلزنی است , یک بازیکن فوتبال گلی را از دست می‌دهد ,بازیکن,
Sim3, بازیکنان فوتبال در حال لگد زدن به یک توپ فوتبال به درون دروازه هستند , هیچ فوتبالیستی وجود ندارد که توپ فوتبال را به درون دروازه لگد بزند ,بازیکن,فوتبالیست
Sim4, بعضی از افرادی که فوتبال بازی می‌کنند توپ فوتبال را به دروازه می‌زنند , یک بازیکن فوتبال در حال گلزنی است ,بعضی,بازیکن
Sim3, یک بازیکن فوتبال در حال گلزنی است , هیچ فوتبالیستی وجود ندارد که توپ فوتبال را به درون دروازه لگد بزند ,بازیکن,فوتبالیست
Sim4, بازیکن فوتبال در حال گلزنی است , بازیکنان فوتبال در حال لگد زدن به یک توپ فوتبال به درون دروازه هستند ,بازیکن,بازیکن
Sim3, بازیکنان فوتبال در حال لگد زدن به یک توپ فوتبال به درون دروازه هستند , یک بازیکن فوتبال گلی را از دست می‌دهد ,بازیکن,
Sim3, یک زن و مرد در حال غذا خوردن هستند , زن و مرد غذا نمی‌خورند ,زن,زن
Sim3, زن و مردی در حال گفتگو هستند , زن و مرد ساکت هستند ,زن,زن
Sim3, یک زن و مرد در حال غذا خوردن هستند , یک زن و مرد در حال گفتگو هستند ,زن,زن
Sim3, زن و مرد ساکت هستند , یک زن و مرد در حال غذا خوردن هستند ,زن,زن
Sim3, یک زن و مرد در حال غذا خوردن هستند , زن و مردی در حال گفتگو هستند ,زن,زن
Sim4, شخصی در حال ریختن روغن زیتون در قابلمه‌ای روی اجاق گاز است , فردی در حال ریختن روغن برای پخت و پز در قابلمه است ,شخص,فرد
Sim3, شخصی در حال پاک کردن یک گلدان از روغن پخت و پز است , شخصی در حال ریختن روغن زیتون در قابلمه‌ای روی اجاق گاز است ,شخص,شخص
Sim4, شخصی در حال ریختن روغن تهیه شده با زیتون در گلدان روی اجاق گاز است , شخصی در حال ریختن روغن پخت و پز در قابلمه است ,شخص,شخص
Sim4, شخصی وجود ندارد که روغن زیتون را در قابلمه روی اجاق گاز ریخته باشد , شخصی در حال ریختن روغن پخت و پز در قابلمه است ,شخص,شخص
Sim4, شخصی در حال ریختن روغن زیتون در قابلمه‌ای روی اجاق گاز است , شخصی در حال ریختن روغن پخت و پز در قابلمه است ,شخص,شخص
Sim5, یک خوکچه هندی هویج را می‌بلعد , یک خوکچه هندی در حال خوردن هویج است ,خوکچه,خوکچه
Sim5, یک خوکچه هندی کوچک در حال چرخیدن و خوردن یک تکه هویج روی زمین است , یک خوکچه هندی در حال خوردن هویج است ,خوکچه,خوکچه
Sim3, مردی در حال خرد کردن هویج با چاقو است , مردی هویج را کنار می‌گذارد ,مردی,مردی
Sim5, زن در حال بریدن یک پیاز است , یک پیاز توسط زن خرد می‌شود ,زن,پیاز
Sim3, یک پیاز توسط زن خرد می‌شود , مردی در حال خرد کردن هویج با چاقو است ,پیاز,مردی
Sim5, هواپیما در حال فرود است , یک هواپیما در حال فرود است ,هواپیما,هواپیما
Sim5, یک هواپیمای کارتونی در حال فرود است , یک هواپیمای متحرک در حال فرود است ,هواپیما,هواپیما
Sim4, یک هواپیمای کارتونی در حال فرود است , یک هواپیما در حال فرود است ,هواپیما,هواپیما
Sim4, یک هواپیمای متحرک در حال فرود است , هواپیما در حال فرود است ,هواپیما,هواپیما
Sim4, یک هواپیمای متحرک در حال فرود است , یک هواپیما در حال فرود است ,هواپیما,هواپیما
